Sample Number,Site ID,Target,"UTM East
NAD83_U10","UTM North
NAD83_U10",Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Parent Sample Number
258794,PL26,,682999,5497157,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258795,PL20,,682947,5497154,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
258796,PL32,,683048,5497156,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258797,PL38,,683102,5497155,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258798,PL44,,683149,5497154,REG,,09/28/2023,JA,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258799,PL50,,683200,5497157,REG,,09/28/2023,JA,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Sandy Silt,,
258800,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258801,NS012,North Star,685095,5515496,REG,,10/02/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Silty Sand,Sample off course due to thick deadfall,
258802,NS013,North Star,685150,5515500,REG,,08/11/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258803,NS014,North Star,685201,5515500,REG,,08/11/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Sandy Silt,,
258804,NS015,North Star,685247,5515499,REG,,08/11/2023,EG,Dry,Sub-rounded,10,B Horizon,grey,Forest,Pebbly Sand,,
258805,NS016,North Star,685303,5515499,REG,,08/11/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258806,AG105,Agie,692349,5513503,REG,,08/11/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Sandy Silt,,
258807,AG104,Agie,692298,5513501,REG,,08/13/2023,EG,Dry,Sub-rounded,30,B Horizon,beige,Forest,Pebbly Sand,,
258808,AG103,Agie,692249,5513498,REG,,08/13/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258809,AG102,Agie,692202,5513500,REG,,08/13/2023,EG,Dry,Sub-rounded,35,B Horizon,beige,Forest,Pebbly Sand,,
258810,AG102,,,,DUP,,08/13/2023,,,,,,,,,,258809
258811,AG101,Agie,692149,5513499,REG,,08/13/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Silty Sand,,
258812,AG100,Agie,692102,5513499,REG,,08/13/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Silty Sand,,
258813,AG099,Agie,692051,5513501,REG,,08/13/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258814,AG098,Agie,692000,5513498,REG,,08/13/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258815,AG097,Agie,691950,5513501,REG,,08/13/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258816,AG096,Agie,691896,5513501,REG,,08/13/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258817,AG095,Agie,691852,5513504,REG,,08/13/2023,EG,Dry,Sub-angular,35,B Horizon,lt brown,Forest,Pebbly Sand,,
258818,AG094,Agie,691801,5513500,REG,,08/13/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258819,AG093,Agie,691752,5513499,REG,,08/13/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258820,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258821,AG092,Agie,691701,5513500,REG,,08/16/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258822,AG091,Agie,691650,5513499,REG,,08/13/2023,EG,Dry,Sub-angular,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258823,AG226,Agie,692349,5514400,REG,,08/13/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258824,AG225,Agie,692302,5514401,REG,,08/14/2023,EG,Dry,Sub-angular,20,B Horizon,grey,Forest,Pebbly Sand,Talus slope,
258825,AG224,Agie,692253,5514400,REG,,08/14/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258826,AG223,Agie,692201,5514400,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258827,AG222,Agie,692152,5514399,REG,,08/14/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,,
258828,AG221,Agie,692102,5514399,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,"Rocky, disturbed ground",
258829,AG220,Agie,692049,5514401,REG,,08/14/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,,
258830,AG220,,,,DUP,,08/14/2023,,,,,,,,,,258829
258831,AG219,Agie,692002,5514399,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258832,AG218,Agie,691953,5514403,REG,,08/14/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,
258833,AG217,Agie,691899,5514401,REG,,08/14/2023,EG,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
258834,AG216,Agie,691849,5514401,REG,,08/14/2023,EG,Dry,Sub-rounded,30,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
258835,AG215,Agie,691802,5514401,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Clear Cut,Silty Sand,,
258836,AG214,Agie,691752,5514401,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Clear Cut,Pebbly Sand,,
258837,AG201,Agie,691752,5514299,REG,,08/14/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Silty Sand,,
258838,AG202,Agie,691799,5514296,REG,,08/14/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258839,AG203,Agie,691848,5514300,REG,,08/14/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258840,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258841,AG204,Agie,691897,5514303,REG,,08/16/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258842,AG205,Agie,691948,5514300,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,brown,Forest,Pebbly Sand,,
258843,AG206,Agie,691999,5514300,REG,,08/14/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258844,AG207,Agie,692050,5514303,REG,,08/14/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258845,AG208,Agie,692099,5514298,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258846,AG209,Agie,692142,5514308,REG,,08/14/2023,EG,Dry,Angular,30,B Horizon,beige,Forest,Pebbly Sand,Off course due to dry creek bed,
258847,AG210,Agie,692198,5514301,REG,,08/14/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258848,AG211,Agie,692250,5514300,REG,,08/14/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,"Disturbed area, maybe old laydown site",
258849,AG212,Agie,692300,5514299,REG,,08/14/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258850,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258851,NS148,North Star,685298,5515902,REG,,08/16/2023,CV,Dry,Sub-rounded,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258852,NS147,North Star,685251,5515901,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
258853,NS146,North Star,685201,5515900,REG,,08/10/2023,CV,Dry,Sub-angular,20,B Horizon,lt brown,Clear Cut,Silty Sand,,
258854,NS145,North Star,685149,5515900,REG,,08/10/2023,CV,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Forest,Silty Sand,,
258855,NS144,North Star,685099,5515898,REG,,08/10/2023,CV,Dry,Sub-angular,10,B Horizon,beige,Forest,Silty Sand,,
258856,NS143,North Star,685048,5515899,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,
258857,NS142,North Star,685000,5515899,REG,,08/10/2023,CV,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258858,NS141,North Star,684951,5515898,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Pebbly Sand,,
258859,NS140,North Star,684900,5515900,REG,,08/10/2023,CV,Dry,Sub-rounded,30,B Horizon,lt brown,Forest,Silty Sand,,
258860,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258861,NS139,North Star,684853,5515899,REG,,08/11/2023,CV,Damp,Sub-angular,10,B Horizon,brown,Forest,Silty Sand,,
258862,NS138,North Star,684802,5515899,REG,,08/10/2023,CV,Dry,Sub-angular,25,B Horizon,beige,Forest,Silty Sand,,
258863,NS137,North Star,684753,5515897,REG,,08/10/2023,CV,Damp,Angular,20,B Horizon,lt brown,Forest,Silty Sand,,
258864,NS136,North Star,684701,5515900,REG,,08/10/2023,CV,Dry,Sub-rounded,30,A/B,dk brown,Forest,Sandy Silt,,
258865,NS135,North Star,684651,5515899,REG,,08/10/2023,CV,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258866,NS134,North Star,684601,5515900,REG,,08/10/2023,CV,Dry,Sub-angular,25,B Horizon,beige,Forest,Silty Sand,,
258867,NS133,North Star,684546,5515899,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258868,NS100,North Star,684547,5515800,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258869,NS101,North Star,684598,5515803,REG,,08/10/2023,CV,Dry,Sub-angular,25,B Horizon,beige,Forest,Silty Sand,,
258870,NS101,,,,DUP,,08/10/2023,,,,,,,,,,258869
258871,NS102,North Star,684648,5515801,REG,,08/10/2023,CV,Dry,Sub-angular,30,B Horizon,beige,Forest,Silty Sand,,
258872,NS103,North Star,684704,5515799,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258873,NS104,North Star,684748,5515800,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258874,NS105,North Star,684799,5515800,REG,,08/10/2023,CV,Dry,Sub-angular,25,B Horizon,lt brown,Forest,Silty Sand,,
258875,NS106,North Star,684853,5515801,REG,,08/10/2023,CV,Dry,Sub-angular,25,B Horizon,brown,Forest,Silty Sand,,
258876,NS107,North Star,684899,5515798,REG,,08/10/2023,CV,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Silty Sand,,
258877,NS108,North Star,684951,5515797,REG,,08/10/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silt,Silty Dreams!,
258878,NS074,North Star,,,DUP,,08/10/2023,,,,,,,,,,258513
258879,NS075,North Star,684948,5515697,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258880,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258881,NS076,North Star,685000,5515699,REG,,08/11/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,"Poor sample,some A mixed in",
258882,NS077,North Star,685052,5515701,REG,,08/11/2023,EG,Damp,Sub-rounded,30,B Horizon,dk brown,Forest,Silty Sand,,
258883,NS078,North Star,685101,5515696,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Sandy Silt,,
258884,NS079,North Star,685148,5515700,REG,,08/11/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258885,NS080,North Star,685199,5515701,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258886,NS081,North Star,685249,5515699,REG,,08/11/2023,EG,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,,
258887,NS082,North Star,685300,5515698,REG,,08/11/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258888,NS049,North Star,685297,5515601,REG,,08/11/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Silty Sand,,
258889,NS048,North Star,685248,5515600,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258890,NS048,,,,DUP,,08/11/2023,,,,,,,,,,258889
258891,NS047,North Star,685203,5515599,REG,,08/11/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258892,NS046,North Star,685150,5515602,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Silty Sand,,
258893,NS045,North Star,685109,5515596,REG,,08/11/2023,EG,Moist,Rounded,30,B Horizon,dk brown,Forest,Silt,"Marshy area, poor sample",
258894,NS044,North Star,685050,5515598,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
258895,NS043,North Star,685000,5515602,REG,,08/11/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Forest,Pebbly Sand,,
258896,NS042,North Star,684949,5515600,REG,,08/11/2023,EG,Damp,Sub-angular,40,B Horizon,lt brown,Forest,Sandy Silt,,
258897,NS009,North Star,684950,5515496,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258898,NS010,North Star,684999,5515503,REG,,08/11/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258899,NS011,North Star,685047,5515500,REG,,08/11/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Pebbly Sand,,
258900,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258901,Ns167,North Star,684601,5516000,REG,,08/11/2023,EG,Wet,Rounded,50,A,brown-blk,Forest,Silt,Poor sample thick organic layer ,
258902,Ns166,North Star,684550,5516000,REG,,08/08/2023,EG,Dry,Sub-angular,20,B Horizon,grey,Forest,Silt,,
258903,NS149,North Star,685348,5515904,REG,,08/08/2023,CV,Dry,Sub-rounded,35,B Horizon,brown,Forest,Silty Sand,New growth recently logged,
258904,NS150,North Star,685400,5515903,REG,,08/09/2023,CV,Dry,Sub-angular,20,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,New growth recently logged,
258905,NS151,North Star,685449,5515904,REG,,08/09/2023,CV,Dry,Sub-angular,20,B Horizon,beige,Forest,Sandy Silt,New growth recently logged,
258906,NS152,North Star,685501,5515901,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Sandy Silt,New growth recently logged,
258907,NS153,North Star,685548,5515900,REG,,08/09/2023,CV,Dry,Sub-angular,20,B Horizon,beige,Forest,Silty Sand,Near road,
258908,NS154,North Star,685599,5515898,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258909,NS155,North Star,685651,5515904,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258910,NS155,,,,DUP,,08/09/2023,,,,,,,,,,258909
258911,NS156,North Star,685698,5515901,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258912,NS157,North Star,685747,5515897,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,
258913,NS158,North Star,685802,5515905,REG,,08/09/2023,CV,Dry,Sub-angular,25,B Horizon,beige,Forest,Silty Sand,,
258914,NS159,North Star,685849,5515900,REG,,08/09/2023,CV,Dry,Sub-rounded,35,B Horizon,dk brown,Forest,Sandy Silt,Poor sample near swamp,
258915,NS160,North Star,685896,5515899,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258916,NS161,North Star,685950,5515904,REG,,08/09/2023,CV,Dry,Angular,10,B Horizon,beige,Forest,Silty Sand,,
258917,NS162,North Star,685997,5515900,REG,,08/09/2023,CV,Dry,Angular,30,B Horizon,lt brown,Forest,Silty Sand,,
258918,NS163,North Star,686046,5515896,REG,,08/09/2023,CV,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,,
258919,NS164,North Star,686102,5515899,REG,,08/09/2023,CV,Dry,Angular,15,B Horizon,beige,Forest,Sandy Silt,,
258920,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258921,NS165,North Star,686151,5515899,REG,,08/11/2023,CV,Dry,Sub-angular,15,B Horizon,beige,Forest,Silty Sand,,
258922,NS162,North Star,686148,5515800,REG,,08/09/2023,CV,Dry,Angular,15,B Horizon,beige,Forest,Silty Sand,New growth recently logged,
258923,NS161,North Star,686097,5515797,REG,,08/09/2023,CV,Damp,Angular,20,B Horizon,lt brown,Forest,Silty Sand,New growth recently logged,
258924,NS130,North Star,686051,5515799,REG,,08/09/2023,CV,Dry,Sub-angular,25,B Horizon,brown,Forest,Silty Sand,New growth recently logged,
258925,NS129,North Star,686002,5515799,REG,,08/09/2023,CV,Dry,Sub-angular,20,B Horizon,beige,Forest,Silty Sand,New growth recently logged,
258926,NS128,North Star,685953,5515801,REG,,08/09/2023,CV,Dry,Sub-angular,20,B Horizon,beige,Forest,Silty Sand,,
258927,NS127,North Star,685895,5515799,REG,,08/09/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Silty Sand,,
258928,NS126,North Star,685847,5515803,REG,,08/09/2023,EG,Damp,Sub-rounded,20,B Horizon,beige,Forest,Sandy Silt,,
258929,NS125,North Star,685794,5515799,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Pebbly Sand,,
258930,NS125,,,,DUP,,08/09/2023,,,,,,,,,,258929
258931,NS124,North Star,685746,5515801,REG,,08/09/2023,EG,Damp,Sub-angular,30,B Horizon,grey,Forest,Gravelly,,
258932,NS123,North Star,685699,5515798,REG,,08/09/2023,EG,Dry,Sub-angular,5,B Horizon,brown,Forest,Pebbly Sand,"Poor sample, thin soil.",
258933,NS122,North Star,685651,5515796,REG,,08/09/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,
258934,NS121,North Star,685599,5515797,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Gravelly,,
258935,NS120,North Star,685552,5515800,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Gravelly,,
258936,NS119,North Star,685500,5515803,REG,,08/09/2023,EG,Dry,Angular,20,B Horizon,beige,Clear Cut,Gravelly,,
258937,NS118,North Star,685453,5515803,REG,,08/09/2023,EG,Dry,Sub-rounded,15,B Horizon,Light Brown-Grey,Clear Cut,Silty Sand,Overturned soil.,
258938,NS117,North Star,685401,5515804,REG,,08/09/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,,
258939,NS116,North Star,685349,5515802,REG,,08/09/2023,EG,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,,
258940,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258941,NS083,North Star,685348,5515700,REG,,08/11/2023,EG,Dry,Sub-angular,30,B Horizon,brown,Clear Cut,Pebbly Sand,,
258942,NS084,North Star,685402,5515701,REG,,08/09/2023,EG,Dry,Sub-rounded,35,B Horizon,lt brown,Clear Cut,Silty Sand,,
258943,NS085,North Star,685450,5515700,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258944,NS086,North Star,685500,5515700,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258945,NS087,North Star,685570,5515698,REG,,08/09/2023,EG,Moist,Sub-rounded,40,B Horizon,dk brown,Clear Cut,Sandy Silt,Sample moved 20 m due to swamp. Poor sample near swamp.,
258946,NS088,North Star,685605,5515701,REG,,08/09/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258947,NS089,North Star,685653,5515703,REG,,08/09/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Clear Cut,Pebbly Sand,,
258948,NS090,North Star,685701,5515698,REG,,08/09/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Clear Cut,Sandy Silt,,
258949,NS091,North Star,685753,5515702,REG,,08/09/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Gravelly,,
258950,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
258951,Ns092,North Star,685802,5515697,REG,,08/11/2023,EG,Damp,Sub-angular,20,B Horizon,lt brown,Clear Cut,Silty Sand,,
258952,Ns093,North Star,685848,5515699,REG,,08/10/2023,EG,Dry,Sub-rounded,40,B Horizon,Light Brown-Grey,Clear Cut,Silty Sand,Poor sample,
258953,Ns094,North Star,685900,5515703,REG,,08/10/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258954,Ns095,North Star,685948,5515703,REG,,08/10/2023,EG,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Pebbly Sand,Poor sample disturbed area ,
258955,Ns096,North Star,686002,5515704,REG,,08/10/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258956,Ns097,North Star,686051,5515701,REG,,08/10/2023,EG,Damp,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258957,Ns098,North Star,686100,5515701,REG,,08/10/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258958,Ns099,North Star,686152,5515701,REG,,08/10/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Sandy Silt,,
258959,Ns066,North Star,686147,5515600,REG,,08/10/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258960,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258961,Ns065,North Star,686101,5515601,REG,,08/11/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,,
258962,Ns064,North Star,686050,5515598,REG,,08/10/2023,EG,Dry,Sub-rounded,30,B Horizon,beige,Clear Cut,Pebbly Sand,,
258963,Ns063,North Star,685999,5515601,REG,,08/10/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Clear Cut,Silty Sand,,
258964,Ns062,North Star,685951,5515602,REG,,08/10/2023,EG,Damp,Sub-angular,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
258965,Ns061,North Star,685902,5515598,REG,,08/10/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,
258966,Ns060,North Star,685852,5515600,REG,,08/10/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
258967,Ns059,North Star,685796,5515600,REG,,08/10/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
258968,Ns058,North Star,685751,5515597,REG,,08/10/2023,EG,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Pebbly Sand,Sample moved 5m to due to road,
258969,Ns057,North Star,685697,5515602,REG,,08/10/2023,EG,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
258970,Ns057,,,,DUP,,08/10/2023,,,,,,,,,,258969
258971,Ns056,North Star,685645,5515599,REG,,08/10/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
258972,Ns055,North Star,685598,5515601,REG,,08/10/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Sandy Silt,,
258973,Ns054,North Star,685550,5515602,REG,,08/10/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Clear Cut,Sandy Silt,,
258974,Ns053,North Star,685501,5515601,REG,,08/10/2023,EG,Dry,Sub-angular,20,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,,
258975,Ns052,North Star,685455,5515595,REG,,08/10/2023,EG,Dry,Sub-rounded,10,B Horizon,lt grey,Clear Cut,Pebbly Sand,Sample offset 5m due to old road ,
258976,Ns051,North Star,685398,5515601,REG,,08/10/2023,EG,Dry,Sub-angular,10,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,Disturbed area ,
258977,Ns050,North Star,685347,5515602,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,
258978,Ns017,North Star,685352,5515503,REG,,08/10/2023,EG,Dry,Sub-rounded,10,B Horizon,lt grey,Clear Cut,Pebbly Sand,,
258979,Ns018,North Star,685399,5515498,REG,,08/10/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258980,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
258981,Ns019,North Star,685451,5515502,REG,,08/11/2023,EG,Dry,Sub-rounded,10,B Horizon,grey,Clear Cut,Pebbly Sand,,
258982,Ns020,North Star,685501,5515503,REG,,08/10/2023,EG,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,,
258983,Ns021,North Star,685553,5515502,REG,,08/10/2023,EG,Damp,Sub-angular,20,B Horizon,beige,Clear Cut,Pebbly Sand,Near old road ,
258984,Ns022,North Star,685598,5515498,REG,,08/10/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Clear Cut,Pebbly Sand,,
258985,Ns023,North Star,685651,5515501,REG,,08/10/2023,EG,Moist,Rounded,40,B Horizon,brown-blk,Clear Cut,Silt,Poor sample swampy area ,
258986,Ns024,North Star,685696,5515503,REG,,08/10/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
258987,Ns025,North Star,685753,5515504,REG,,08/10/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,
258988,Ns026,North Star,685800,5515498,REG,,08/10/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Silty Sand,,
258989,Ns027,North Star,685851,5515501,REG,,08/10/2023,EG,Dry,Sub-rounded,30,B Horizon,beige,Clear Cut,Silty Sand,Near road ,
258990,Ns027,,,,DUP,,08/10/2023,,,,,,,,,,258989
258991,Ns028,North Star,685900,5515504,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Clear Cut,Silty Sand,,
258992,Ns029,North Star,685951,5515502,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258993,Ns030,North Star,685995,5515501,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258994,Ns031,North Star,686050,5515505,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,Light Brown-Grey,Clear Cut,Silty Sand,Poor sample swampy area ,
258995,Ns032,North Star,686101,5515502,REG,,08/10/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Clear Cut,Pebbly Sand,,
258996,Ns033,North Star,686152,5515501,REG,,08/10/2023,EG,Dry,Sub-angular,30,B Horizon,brown,Clear Cut,Pebbly Sand,,
